Date,Open,High,Low,Close,Adj Close,Volume
2010-01-01,535.000000,548.000000,535.000000,543.750000,543.750000,0
2010-01-08,542.000000,548.599976,518.000000,524.599976,524.599976,4204
2010-01-15,520.299988,521.000000,507.000000,508.899994,508.899994,5508
2010-01-22,506.850006,507.000000,485.799988,491.250000,491.250000,3314
2010-01-29,495.700012,509.500000,483.500000,485.000000,485.000000,4786
2010-02-05,485.000000,497.000000,467.700012,497.000000,497.000000,15253
2010-02-12,490.350006,519.000000,486.000000,519.500000,519.500000,6244
2010-02-19,515.349976,524.099976,503.950012,508.500000,508.500000,1952
2010-02-26,508.600006,526.900024,508.600006,520.900024,520.900024,3527
2010-03-05,524.599976,529.299988,519.400024,523.200012,523.200012,13983
2010-03-12,528.750000,533.099976,517.599976,530.000000,530.000000,5191
2010-03-19,527.000000,529.200012,512.000000,514.000000,514.000000,2229
2010-03-26,518.450012,539.299988,511.500000,539.250000,539.250000,5211
2010-04-02,539.250000,550.000000,537.150024,540.000000,540.000000,12589
2010-04-09,545.099976,548.900024,532.700012,547.500000,547.500000,14115
2010-04-16,546.799988,546.799988,532.000000,543.000000,543.000000,1525
2010-04-23,540.000000,551.500000,534.599976,544.000000,544.000000,1589
2010-04-30,549.000000,555.150024,501.600006,504.500000,504.500000,2824
2010-05-07,508.000000,519.000000,495.799988,505.500000,505.500000,16787
2010-05-14,498.500000,502.799988,465.399994,474.500000,474.500000,6292
2010-05-21,469.700012,493.399994,458.600006,492.000000,492.000000,1887
2010-05-28,494.399994,494.899994,477.299988,491.000000,491.000000,2109
2010-06-04,480.950012,494.399994,471.100006,492.000000,492.000000,11184
2010-06-11,487.000000,515.299988,484.899994,510.799988,510.799988,8758
2010-06-18,507.100006,520.099976,497.100006,501.500000,501.500000,1406
2010-06-25,502.899994,513.500000,479.500000,483.000000,483.000000,2187
2010-07-02,482.850006,498.700012,478.149994,498.299988,498.299988,1055
2010-07-09,495.600006,508.899994,493.200012,505.350006,505.350006,16558
2010-07-16,498.500000,517.500000,497.799988,517.000000,517.000000,4148
2010-07-23,515.000000,519.900024,506.600006,518.000000,518.000000,483
2010-07-30,513.950012,546.900024,512.700012,542.000000,542.000000,1619
2010-08-06,542.599976,543.400024,509.850006,509.549988,509.549988,13865
2010-08-13,511.200012,519.000000,507.100006,510.000000,510.000000,4947
2010-08-20,504.700012,508.399994,489.549988,502.500000,502.500000,1595
2010-08-27,502.200012,514.900024,497.600006,514.000000,514.000000,1952
2010-09-03,513.099976,522.400024,508.350006,516.500000,516.500000,3765
2010-09-10,521.099976,534.049988,520.200012,523.989990,523.989990,12414
2010-09-17,530.700012,534.000000,520.799988,526.200012,526.200012,1074
2010-09-24,530.900024,547.049988,527.950012,547.000000,547.000000,990
2010-10-01,551.799988,565.500000,546.900024,551.500000,551.500000,5542
2010-10-08,552.000000,570.700012,551.450012,566.250000,566.250000,11726
2010-10-15,562.799988,570.599976,550.900024,556.250000,556.250000,1543
2010-10-22,562.000000,570.099976,556.650024,566.000000,566.000000,887
2010-10-29,565.299988,592.950012,560.349976,591.000000,591.000000,1735
2010-11-05,590.099976,602.900024,589.400024,597.000000,597.000000,6654
2010-11-12,588.150024,589.099976,559.049988,571.000000,571.000000,4112
2010-11-19,568.000000,576.099976,555.500000,576.000000,576.000000,970
2010-11-26,571.299988,601.849976,570.200012,601.400024,601.400024,1989
2010-12-03,603.500000,618.950012,599.599976,607.000000,607.000000,6550
2010-12-10,609.400024,613.299988,601.650024,607.250000,607.250000,10150
2010-12-17,606.849976,628.950012,605.650024,628.000000,628.000000,758
2010-12-24,629.000000,631.950012,618.450012,622.500000,622.500000,624
2010-12-31,622.000000,641.000000,616.700012,619.500000,619.500000,1460
2011-01-07,617.700012,642.200012,613.400024,636.849976,636.849976,11155
2011-01-14,633.150024,648.900024,629.299988,636.000000,636.000000,5622
